"","observation_date","American Crow","American Goldfinch","American Kestrel","American Redstart","American Robin","Bald Eagle","Baltimore Oriole","Barn Swallow","Barred Owl","Bay-breasted Warbler","Belted Kingfisher","Black Vulture","Black-and-white Warbler","Black-billed Cuckoo","Black-crowned Night-Heron","Black-throated Blue Warbler","Black-throated Green Warbler","Blackpoll Warbler","Blue Grosbeak","Blue Jay","Blue-gray Gnatcatcher","Blue-headed Vireo","Blue-winged Teal","Bobolink","Broad-winged Hawk","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Canada Goose","Cape May Warbler","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Chestnut-sided Warbler","Chimney Swift","Chipping Sparrow","Chuck-will's-widow","Cliff Swallow","Common Grackle","Common Yellowthroat","Cooper's Hawk","Double-crested Cormorant","Downy Woodpecker","Eastern Bluebird","Eastern Kingbird","Eastern Meadowlark","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","Eastern Wood-Pewee","European Starling","Field Sparrow","Fish Crow","Forster's Tern","Grasshopper Sparrow","Gray Catbird","Great Blue Heron","Great Crested Flycatcher","Great Egret","Green Heron","Hairy Woodpecker","Hooded Warbler","House Finch","House Sparrow","House Wren","Indigo Bunting","Kentucky Warbler","Killdeer","Lark Sparrow","Least Sandpiper","Lesser Yellowlegs","Louisiana Waterthrush","Magnolia Warbler","Mallard","Mississippi Kite","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Flicker","Northern Mockingbird","Northern Parula","Northern Rough-winged Swallow","Northern Waterthrush","Orchard Oriole","Osprey","Ovenbird","Palm Warbler","Pileated Woodpecker","Pine Warbler","Prairie Warbler","Prothonotary Warbler","Purple Martin","Red-bellied Woodpecker","Red-eyed Vireo","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Rock Pigeon","Rose-breasted Grosbeak","Ruby-crowned Kinglet","Ruby-throated Hummingbird","Savannah Sparrow","Scarlet Tanager","Sharp-shinned Hawk","Solitary Sandpiper","Song Sparrow","Sora","Spotted Sandpiper","Summer Tanager","Swainson's Thrush","Tennessee Warbler","Tree Swallow","Tufted Titmouse","Turkey Vulture","Veery","Virginia Rail","Warbling Vireo","White-breasted Nuthatch","White-crowned Sparrow","White-eyed Vireo","White-throated Sparrow","Wild Turkey","Willow Flycatcher","Wilson's Snipe","Wood Duck","Wood Thrush","Worm-eating Warbler","Yellow Warbler","Yellow-billed Cuckoo","Yellow-breasted Chat","Yellow-rumped Warbler","Yellow-throated Vireo","Blackburnian Warbler","Cerulean Warbler","Nashville Warbler","Philadelphia Vireo","Red-headed Woodpecker","Swainson's Warbler","Swamp Sparrow","Common Nighthawk","Muscovy Duck","Purple Finch","Gray-cheeked Thrush","Great Horned Owl","Least Flycatcher","Red-breasted Nuthatch","Vesper Sparrow","Acadian Flycatcher","Bank Swallow","Canada Warbler","Wilson's Warbler","Yellow-throated Warbler","Dickcissel","American Woodcock","Olive-sided Flycatcher","Cattle Egret","Lincoln's Sparrow","Connecticut Warbler","Common Raven","Mourning Warbler","Mute Swan","Semipalmated Sandpiper","Marsh Wren","Semipalmated Plover","White-rumped Sandpiper","Yellow-bellied Sapsucker","Pine Siskin","American Bittern","Pectoral Sandpiper","Blue-winged Warbler","American Avocet","Black Tern","Yellow-bellied Flycatcher","Short-billed Dowitcher","Willet","Eastern Whip-poor-will","Eared Grebe","Horned Grebe","Golden-winged Warbler","Merlin","Caspian Tern","Laughing Gull","Orange-crowned Warbler","Pied-billed Grebe","Greater Yellowlegs","Brown Creeper","Golden-crowned Kinglet","Northern Harrier","Winter Wren","Hermit Thrush","Bonaparte's Gull","Northern Shoveler","American Coot","Dark-eyed Junco","Peregrine Falcon","Gadwall","Ring-necked Duck","American Pipit","Common Loon","Green-winged Teal","Northern Pintail","Surf Scoter","Fox Sparrow","Rusty Blackbird","Sedge Wren","Purple Gallinule","Hooded Merganser","Ring-billed Gull","American Black Duck","Ruddy Duck","American Wigeon","Bufflehead","Canvasback","Redhead","Lesser Scaup","Sandhill Crane","Red-breasted Merganser","Snow Goose","Greater Scaup","American White Pelican","Egyptian Goose","Herring Gull","Red-throated Loon","Greater White-fronted Goose","Ross's Goose","Red-necked Grebe","Common Merganser","Barn Owl","Eurasian Collared-Dove","Little Gull","Franklin's Gull","Black-bellied Whistling-Duck","Little Blue Heron"
"89",2022-07-28,21,11,NA,NA,22,2,NA,5,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,4,1,2,28,NA,NA,NA,2,NA,14,2,NA,NA,14,1,NA,6,NA,10,2,NA,1,NA,NA,1,73,3,1,NA,NA,NA,5,2,1,NA,NA,NA,NA,3,1,2,NA,2,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,4,16,NA,1,NA,1,5,NA,NA,2,1,NA,1,5,10,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2022-07-29,10,NA,NA,NA,29,1,NA,19,1,NA,NA,4,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,2,2,10,NA,NA,NA,NA,NA,2,NA,NA,NA,12,1,1,6,NA,11,1,NA,2,NA,NA,NA,143,2,NA,NA,NA,NA,7,NA,2,1,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,4,24,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,7,NA,1,5,50,46,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2022-07-30,21,NA,NA,1,34,1,NA,40,NA,NA,4,2,1,NA,NA,NA,NA,NA,4,26,7,NA,NA,NA,1,5,4,2,36,NA,26,37,3,NA,17,1,NA,2,19,8,3,7,14,NA,9,3,10,1,36,4,37,23,3,NA,NA,3,7,1,2,2,1,NA,NA,1,1,36,NA,1,NA,NA,NA,NA,NA,4,NA,44,NA,81,3,26,1,40,NA,NA,9,NA,NA,4,NA,NA,NA,9,18,2,5,1,15,14,NA,NA,33,NA,NA,NA,NA,10,NA,NA,6,NA,NA,16,31,2,NA,NA,NA,14,NA,1,NA,NA,1,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2022-07-31,24,NA,2,NA,13,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,NA,9,NA,NA,NA,11,1,1,8,NA,25,1,3,2,NA,NA,NA,141,NA,2,NA,NA,2,6,2,1,2,NA,NA,NA,4,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,1,NA,5,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2022-08-01,NA,NA,1,1,NA,NA,NA,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,68,1,NA,3,NA,31,NA,3,3,NA,NA,NA,86,NA,1,NA,NA,1,5,1,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,4,11,NA,2,2,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2022-08-02,16,NA,NA,2,27,1,NA,36,NA,NA,1,9,NA,NA,NA,NA,NA,NA,6,NA,7,NA,NA,NA,NA,7,2,1,107,NA,NA,NA,6,NA,55,1,NA,43,123,7,1,6,NA,5,16,NA,1,NA,22,3,NA,11,3,NA,NA,2,4,2,NA,4,1,2,NA,NA,NA,17,NA,1,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,2,12,NA,10,NA,NA,4,NA,NA,1,NA,NA,NA,2,NA,3,NA,2,5,14,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,6,NA,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2022-08-03,27,NA,NA,2,31,NA,NA,42,NA,NA,6,5,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,6,NA,NA,92,NA,NA,NA,5,NA,6,1,NA,15,19,7,1,10,NA,21,9,NA,3,NA,28,4,35,23,3,NA,NA,4,9,2,1,NA,NA,NA,NA,7,NA,18,NA,2,NA,NA,NA,NA,NA,3,NA,NA,1,NA,5,32,NA,6,NA,NA,8,NA,NA,4,NA,NA,1,5,12,NA,NA,1,7,3,NA,NA,NA,NA,1,NA,NA,19,NA,NA,4,NA,NA,13,NA,6,NA,NA,NA,NA,NA,2,NA,11,NA,NA,3,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2022-08-04,20,17,NA,2,25,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,16,7,NA,NA,NA,NA,5,NA,NA,9,NA,37,44,NA,NA,5,1,NA,NA,100,1,NA,3,17,13,4,2,4,NA,23,4,7,4,1,NA,NA,3,6,NA,2,3,2,NA,39,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,NA,34,NA,62,4,14,2,10,NA,NA,2,NA,NA,1,1,NA,NA,1,19,4,NA,1,4,NA,NA,NA,24,NA,3,NA,NA,6,NA,NA,4,NA,NA,4,29,NA,NA,NA,NA,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2022-08-05,23,14,2,1,11,NA,NA,8,NA,NA,7,5,NA,NA,NA,NA,NA,NA,5,15,12,NA,NA,NA,NA,2,NA,NA,5,NA,31,44,2,NA,6,2,NA,41,24,11,2,11,20,17,3,2,4,NA,31,3,40,25,1,NA,NA,1,7,NA,3,4,NA,1,38,NA,2,28,NA,11,NA,NA,NA,2,NA,NA,NA,29,1,57,1,15,NA,11,NA,NA,8,NA,NA,1,NA,NA,NA,NA,8,1,2,2,4,23,NA,NA,18,NA,NA,NA,NA,7,NA,NA,4,NA,NA,3,24,7,NA,NA,NA,9,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2022-08-06,32,36,1,1,25,NA,NA,94,NA,NA,9,1,2,NA,NA,NA,NA,NA,10,27,7,NA,NA,NA,NA,5,1,NA,200,NA,32,50,3,NA,26,1,NA,20,210,16,2,4,16,28,10,1,5,NA,44,5,196,26,3,NA,NA,7,6,NA,3,3,1,NA,41,4,2,27,NA,24,NA,NA,NA,NA,NA,8,NA,59,NA,57,6,50,2,60,NA,NA,8,NA,NA,4,NA,NA,NA,1,14,2,2,3,12,5,NA,NA,22,NA,NA,NA,NA,13,NA,NA,4,NA,NA,13,25,3,NA,NA,NA,8,NA,NA,NA,2,2,NA,13,NA,1,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2022-08-07,52,NA,NA,NA,16,NA,NA,70,1,NA,6,5,NA,NA,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,6,15,1,31,NA,NA,NA,10,NA,9,5,NA,15,6,19,4,7,NA,31,13,NA,5,NA,35,15,73,56,1,NA,2,3,3,5,1,5,NA,3,NA,9,1,69,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,4,43,1,203,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,7,2,5,2,41,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1,NA,NA,35,NA,24,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,6,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2022-08-08,37,28,NA,NA,56,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,15,5,NA,NA,NA,1,4,NA,NA,166,NA,28,20,NA,NA,2,NA,NA,NA,28,2,1,4,5,19,4,NA,4,1,17,NA,15,11,3,NA,NA,2,5,1,3,2,1,NA,45,2,NA,17,NA,2,NA,NA,NA,NA,NA,4,NA,40,NA,31,1,11,NA,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,6,NA,2,3,NA,17,NA,NA,11,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,20,4,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2022-08-09,28,20,NA,NA,32,NA,NA,33,1,NA,1,2,NA,NA,NA,NA,NA,NA,2,19,4,NA,NA,NA,NA,2,NA,NA,45,NA,21,35,NA,NA,7,2,NA,15,21,2,NA,8,8,15,2,NA,2,NA,14,NA,124,17,NA,NA,NA,1,11,1,1,3,NA,NA,52,6,NA,11,NA,12,NA,NA,NA,NA,NA,38,NA,34,NA,41,NA,24,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,5,NA,1,3,3,77,NA,NA,17,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,4,10,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2022-08-10,9,24,2,NA,5,NA,NA,16,2,NA,2,1,NA,NA,NA,NA,NA,NA,7,6,3,NA,NA,NA,NA,2,1,NA,NA,NA,12,18,NA,NA,10,2,NA,NA,2,1,3,1,1,25,4,1,4,1,10,1,15,17,NA,NA,NA,NA,3,NA,3,1,1,NA,51,NA,NA,8,NA,9,NA,NA,NA,NA,NA,16,NA,49,NA,40,1,37,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,1,4,4,19,NA,NA,14,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,16,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2022-08-11,35,29,NA,1,NA,NA,NA,1,1,NA,2,3,1,NA,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,1,1,NA,NA,18,23,NA,NA,5,3,NA,3,2,NA,2,18,4,23,6,NA,2,NA,19,1,290,2,3,NA,1,1,9,1,3,1,NA,NA,44,1,1,3,NA,21,NA,NA,NA,NA,NA,6,NA,38,NA,19,NA,26,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,9,1,1,4,NA,15,NA,NA,8,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2022-08-12,29,NA,NA,NA,29,NA,NA,7,NA,NA,1,9,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,1,317,NA,NA,NA,NA,NA,6,4,NA,NA,3,1,NA,2,NA,21,6,NA,5,NA,NA,NA,336,6,1,NA,NA,NA,4,NA,NA,2,NA,NA,NA,7,NA,4,NA,4,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,1,23,1,NA,NA,NA,9,NA,NA,1,NA,NA,NA,1,NA,NA,4,1,10,84,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2022-08-13,34,68,2,1,11,1,NA,37,1,NA,9,2,2,NA,NA,NA,NA,NA,8,35,4,NA,NA,NA,3,7,1,2,NA,NA,44,59,4,NA,14,1,NA,NA,28,2,2,10,21,36,15,13,7,NA,25,5,100,23,NA,NA,NA,6,7,1,1,6,1,1,84,NA,6,12,NA,41,NA,NA,NA,NA,NA,NA,NA,72,1,59,5,42,1,3,NA,1,7,NA,NA,6,NA,1,1,2,23,3,3,4,8,51,NA,NA,31,NA,NA,NA,NA,23,NA,NA,2,NA,NA,1,31,9,NA,NA,NA,19,NA,2,NA,NA,NA,NA,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2022-08-14,69,23,2,NA,14,NA,NA,36,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,34,7,NA,1,NA,3,10,1,NA,NA,NA,40,32,2,NA,7,3,NA,NA,9,NA,1,11,16,37,11,5,9,NA,14,3,292,NA,2,NA,NA,3,6,NA,2,2,NA,1,66,9,2,5,NA,17,NA,NA,NA,NA,NA,5,NA,NA,NA,51,5,NA,3,NA,NA,NA,11,NA,NA,NA,3,NA,1,NA,19,2,6,9,NA,103,NA,NA,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,30,13,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
